time,flux
1280.331038,1.00006497
1280.351472,1.000018955
1280.371906,0.999917983
1280.392341,1.000079156
1280.412775,0.99986094
1280.433209,0.999908803
1280.453643,0.999983966
1280.474078,0.999872324
1280.494512,1.000150028
1280.514946,1.000025094
1280.53538,1.000081481
1280.555815,1.000122788
1280.576249,1.000100973
1280.596683,1.000098529
1280.617117,0.999981582
1280.637551,0.999939142
1280.657986,1.000063541
1280.67842,1.000164574
1280.698854,1.000120167
1280.719288,1.000119929
1280.739723,0.999949692
1280.760157,1.000085357
1280.780591,0.999943254
1280.801025,0.999893958
1280.82146,1.000076059
1280.841894,1.000111465
1280.862328,0.999928054
1280.882762,0.999911484
1280.903197,1.000036241
1280.923631,1.000028969
1280.944065,0.999835126
1280.964499,1.000039699
1280.984934,1.000007391
1281.005368,0.999918874
1281.025802,1.000037851
1281.046236,0.999897951
1281.066671,1.00017185
1281.087105,1.00001067
1281.107539,0.999927755
1281.148407,0.999823143
1281.168842,0.999875419
1281.189276,0.999984919
1281.20971,1.000046971
1281.230144,1.00013084
1281.250579,1.00003952
1281.271013,0.999928112
1281.291447,1.000041666
1281.311881,0.999992072
1281.332316,0.999921793
1281.35275,0.999892168
1281.373184,1.000037554
1281.393618,0.999903493
1281.414052,0.999988674
1281.434487,0.99997562
1281.454921,0.999953326
1281.475355,1.000043873
1281.495789,0.99980609
1281.516224,1.000043813
1281.536658,1.000044111
1281.557092,1.000088223
1281.577526,0.999949093
1281.597961,1.000056749
1281.618395,1.00004274
1281.638829,1.000039045
1281.659263,1.000102231
1281.679697,1.000083752
1281.700132,0.999984859
1281.720566,0.999985396
1281.741,0.999983726
1281.761434,1.00012381
1281.781869,0.999978719
