time,intensity_400,intensity_600,intensity_800
12.92,0.375,1.5,1.25
12.96,0.875,0.75,0.875
13,4.25,1.5,1.625
13.04,13.125,0.875,1.75
13.08,7.875,0.625,0.75
13.12,0.875,0.75,2.5
13.16,0.25,0.75,1.375
13.2,0,1,1.625
13.24,0.125,0.25,1.875
13.28,0.5,1.25,2
13.32,0.125,0.875,1.5
13.36,0,0.75,1.375
13.4,0.375,0.375,1.875
13.44,0.25,0.875,1.25
13.48,0,0.5,1.375
13.52,0.25,0.625,1.25
13.56,0.125,0.375,2.50625
13.6,0.25,0.875,7.30625
13.64,0.25,0.875,5.553125
13.68,0.375,0.5,1.284375
13.72,0,1,0.875
13.76,0.375,2.83125,1.375
13.8,0.5,8.10625,1
13.84,0,6.315625,2.25
13.88,0.125,1.446875,0.875
13.92,0.25,0.5,1.5
13.96,0.375,0.5,1
14,0.25,0.5,1.625
14.04,0.625,1,1.125
14.08,0.5,0.375,1.125
14.12,0.5,0.375,0.75
14.16,0.125,1.25,1.75
14.2,0.25,0.875,1.375
14.24,3.25,0.625,1.375
14.28,14.375,0.375,1.25
14.32,10.25,0.375,1
14.36,0.75,1,1.375
14.4,0.25,0.75,0.625
14.44,0.25,1,1.25
14.48,0.375,1.125,1.25
14.52,0.125,1.25,1
14.56,0.25,1.375,1.25
14.6,0.25,1.125,2.125
14.64,0.25,1,1.375
14.68,0.25,0.25,1.25
14.72,0.375,1.25,1.25
14.76,0.125,0.625,2.10625
14.8,0.375,0.875,2.29375
14.84,0.125,1,6.728125
14.88,0.25,1.25,5.9625
14.92,0,1,1.815625
14.96,0.625,1.25625,1.125
15,0,2.56875,2.25
15.04,0,6.465625,1.625
15.08,0.125,6.2625,1
15.12,0.25,1.478125,1
15.16,0.25,0.25,1.125
15.2,0.375,0.875,0.875
15.24,0.625,1,1
15.28,0.25,1,1.25
15.32,0,0.875,0.375
15.36,0,0.5,0.75
15.4,0.25,1.375,1.375
15.44,0.75,0.75,2
15.48,3,0.5,0.75
15.52,11.5,0.875,1.125
15.56,10.875,0.875,1.25
15.6,2.125,0.375,1.875
15.64,0.375,0.375,0.75
15.68,0.125,0.75,2
15.72,0.375,0.625,1.5
15.76,0.375,1,1.625
15.8,0.125,0.625,1.125
15.84,0.125,0.75,1.625
15.88,0.25,0.75,1
15.92,0.25,0.875,1.5
15.96,0.125,1.125,1
16,0.625,0.75,1.625
16.04,0.25,1.25,2.16875
16.08,0.125,0.5,6.24375
16.12,0.125,0.5,4.484375
16.16,0.25,0.875,2.11875
16.2,0.125,1,1.053125
16.24,0.25,2.06875,1.375
16.28,0,7.16875,0.875
16.32,0.25,5.421875,2.125
16.36,0.125,1.41875,2.25
16.4,0.375,0.690625,0.75
16.44,0.125,1,1.875
16.48,0,0.375,0.875
16.52,0.375,0.375,1.375
16.56,0.5,1.25,0.5
16.6,0.125,1.5,1.625
16.64,0.25,0.75,1.25
16.68,0.625,1.125,0.875
16.72,3,0.75,1.375
16.76,12.125,0.5,1.125
16.8,9.875,0.25,1.5
16.84,2.125,0.75,1.25
16.88,0.125,0.625,1.5
16.92,0.5,0.625,1.625
16.96,0.25,0.5,1.25
17,0.25,0.875,1.625
17.04,0.625,1.625,1.375
17.08,0,0.875,1.5
17.12,0,1.25,1
17.16,0.625,0.25,2.125
17.2,0.75,1.25,1.25
17.24,0.125,1.5,1.375
17.28,0.125,0.375,2.175
17.32,0.25,0.5,5.359375
17.36,0,0.875,6.0625
17.4,0.25,0.625,2.296875
17.44,0,0.375,1.678125
17.48,0.375,1.275,1
17.52,0.375,5.421875,0.875
17.56,0.375,7.3125,0.75
17.6,0.25,2.109375,1.25
17.64,0.25,0.815625,1.25
17.68,0.375,1.125,0.875
17.72,0.25,0.875,1.75
17.76,0.25,1,0.875
17.8,0.25,1.625,1.125
17.84,0.25,1,1.25
17.88,0.25,0.75,0.625
17.92,0.125,0.75,1.625
17.96,1.625,0.875,1.625
18,10,0.75,0.625
18.04,13,0.625,1.25
18.08,2,0.75,0.875
18.12,0.375,0.625,2.125
18.16,0.125,0.75,2
18.2,0.125,0.875,1.125
18.24,0.375,0.75,1.875
18.28,0.5,0.375,1.375
18.32,0.125,1,1.875
18.36,0.25,0.75,1.75
18.4,0.375,0.625,1.875
18.44,0.25,1.125,1.375
18.48,0,0.75,1
18.52,0.25,0.125,1.315625
18.56,0.125,1.25,4.934375
18.6,0.625,0.75,6.990625
18.64,0.25,0.5,3.109375
18.68,0.25,1.75,1.23125
18.72,0.125,1.353125,2
18.76,0,5.396875,1.125
18.8,0.5,7.378125,1.625
18.84,0.375,3.046875,1.625
18.88,0.75,0.75625,1.5
18.92,0.125,0.875,0.75
18.96,0.25,0.75,1
19,0.125,0.75,1.375
19.04,0.625,0.625,1.125
19.08,0,0.875,1.5
19.12,0.375,0.5,1.375
19.16,0.25,0.75,0.875
19.2,1.75,1.125,1.625
19.24,8.875,1,1.875
19.28,13,1,0.375
19.32,4.75,0.875,1.25
19.36,0.375,0.875,1.125
19.4,0.375,1,2.125
19.44,0.375,1,1.5
19.48,0,1,0.75
19.52,0,0.5,1.75
19.56,0.375,0.75,1.5
19.6,0.25,0.625,2
19.64,0.25,0.75,1.125
19.68,0.125,0.5,1.875
19.72,0.125,0.75,1.625
19.76,0.5,0.75,0.640625
19.8,0.75,0.875,4.24375
19.84,0.375,0.625,6.584375
19.88,0.5,1.125,3.01875
19.92,0.125,0.75,1.534375
19.96,0,1.078125,0.625
20,0.375,4.16875,1.75
20.04,0.375,7.221875,1.625
20.08,0.125,3.36875,1.875
20.12,0.25,1.571875,1.5
20.16,0,0.875,1.125
20.2,0.125,0.875,1.375
20.24,0.25,0.75,1
20.28,0.125,0.75,1
20.32,0,1.875,0.75
20.36,0.375,0.75,0.875
20.4,0.5,1.25,1.375
20.44,0.75,0.625,1
20.48,6.75,1.75,1.375
20.52,11.5,0.5,1.375
20.56,5.125,0.625,1.25
20.6,0.625,0.375,1.875
20.64,0.25,1.25,1.5
20.68,0.125,0.75,1.75
20.72,0.375,0.125,1.875
20.76,0.125,0.875,2
20.8,0,0.875,1.25
20.84,0.25,1.25,1.125
20.88,0.25,0.625,0.25
20.92,0.375,0.5,2.25
20.96,0.125,0.5,1.5
21,0.125,1.25,1.659375
21.04,0.25,0.5,5.20625
21.08,0.125,1.5,6.490625
21.12,0.25,1.125,3.678125
21.16,0.5,1,1.35625
21.2,0.125,1.321875,1.25
21.24,0.25,4.18125,1.375
21.28,0.125,7.503125,1.75
21.32,0,2.940625,1.625
21.36,0.375,1.13125,1.5
21.4,0.5,1.125,1.5
21.44,0.375,0.625,1.25
21.48,0,0.875,1
21.52,0.375,0.75,0.75
21.56,0.25,1,1.25
21.6,0.25,0.75,1.75
21.64,0.375,1.625,1.5
21.68,0.5,0.625,1.75
21.72,7.25,0.5,1.125
21.76,12.875,0.5,0.625
21.8,5.375,0.75,1.125
21.84,0.5,0.75,1.625
21.88,0.25,1.375,0.75
21.92,0,1,1.5
21.96,0.625,0.75,1.25
22,0.25,0.875,1
22.04,0.25,0.875,1.375
22.08,0.375,0.5,1.375
22.12,0,0.75,1
22.16,0,0.5,0.75
22.2,0.125,0.625,1.875
22.24,0.25,0.5,1.409375
22.28,0,0.625,4.140625
22.32,0.125,0.75,6.740625
22.36,0.25,0.625,4.61875
22.4,0.25,1,1.265625
22.44,0.125,0.946875,1.125
22.48,0.75,3.953125,0.875
22.52,0,7.753125,0.75
22.56,0.25,4.29375,1.125
22.6,0.25,1.328125,1.25
22.64,0.125,1.125,0.875
22.68,0.25,1.375,1.75
22.72,0.25,0.625,1
22.76,0.125,1,1.75
22.8,0.125,0.75,1.125
22.84,0.25,0.125,1.875
22.88,0.375,1.125,1.25
22.92,1.125,0.875,1.875
22.96,6.125,0.625,1.5
23,12.625,1.25,1.375
23.04,7,1.125,1.625
23.08,1.25,0.125,0.75
23.12,0,1.375,1.25
23.16,0.25,1.125,1.375
23.2,0.25,0.5,1.125
23.24,0.125,0.625,1.125
23.28,0.125,1,1.125
23.32,0,1,1.75
23.36,0,1.75,1.375
23.4,0.125,1,0.75
23.44,0.125,1.5,1.625
23.48,0.125,0.75,2.60625
23.52,0.375,1.25,3.09375
23.56,0.25,0.375,7.321875
23.6,0.375,0.75,4.490625
23.64,0.25,0.75,1.746875
23.68,0.125,0.63125,1.5
23.72,0.375,3.96875,1.625
23.76,0,8.309375,1.5
23.8,0.125,5.003125,0.875
23.84,0.375,1.334375,0.875
23.88,0.125,0.875,2.25
23.92,0.25,0.625,1.875
23.96,0.25,0.75,1.875
24,0.125,0.75,1.125
24.04,0.25,0.5,1.5
24.08,0.25,0.625,1
24.12,0.125,0.75,1.25
24.16,0.5,1.25,1.125
24.2,4.125,0.25,1.25
24.24,15,1.75,1.125
24.28,7.75,0.75,1.5
24.32,1.5,0.375,1.375
24.36,0.5,1.25,1.125
24.4,0.375,1.125,2
24.44,0.125,0.625,1
24.48,0.125,0.625,1.5
24.52,0.375,1,1.5
24.56,0.375,1.375,1.625
24.6,0.25,0.875,1.625
24.64,0.375,0.5,1.625
24.68,0.25,1.375,1.25
24.72,0.25,0.875,1
24.76,0.125,0.625,3.059375
24.8,0.375,1,7.43125
24.84,0.5,0.5,4.4875
24.88,0,1.75,1.265625
24.92,0.375,0.875,2.553125
24.96,0.25,3.021875,1.5
25,0.625,8.35625,1.875
25.04,0.25,5.7125,1.875
25.08,0.25,0.703125,0.875
25.12,0.25,0.440625,0.875
25.16,0.25,0.75,1.375
25.2,0,1.125,1.375
25.24,0.125,1,1.125
25.28,0.25,0.5,1
25.32,0.25,1.125,1.625
25.36,0.125,0.5,2.125
25.4,0.25,0.625,1.375
25.44,3.625,1,1
25.48,14.5,0.75,1.5
25.52,8.625,0.75,1.125
25.56,0.875,0.75,1.125
25.6,0.125,0.75,2
25.64,0.25,1.25,1.25
25.68,0.25,1.125,1.25
25.72,0.125,1,1.625
25.76,0,1.125,1
25.8,0.125,0.75,1.375
25.84,0.125,0.875,1.5
25.88,0,0.375,1.5
25.92,0.25,1.125,1.375
25.96,0.25,0.75,1.678125
26,0.125,1.375,2.453125
26.04,0.25,0.5,7.009375
26.08,0.125,0.875,5.59375
26.12,0.25,0.75,2.009375
26.16,0.125,0.940625,1.375
26.2,0.375,2.640625,1.625
26.24,0.125,8.121875,1.125
26.28,0.375,6.34375,1.125
26.32,0.5,1.996875,1.25
26.36,0,0.875,1.25
26.4,0.125,1,1.75
26.44,0.125,0.875,1.375
26.48,0.375,0.75,1.625
26.52,0.125,0.75,0.625
26.56,0.25,0.5,1.125
26.6,0.125,0.625,1.375
26.64,0.25,0.75,1.125
26.68,3.25,0.875,0.75
26.72,12.75,0.75,1.5
26.76,9,0.5,1.125
26.8,2.625,0.625,1.375
26.84,0.125,0.75,1.125
26.88,0.375,0.375,1.25
26.92,0.375,1,1.375
26.96,0.125,0.625,1.5
27,0.25,0.75,2.125
27.04,0.5,0.875,1.25
27.08,0.5,0.5,0.625
27.12,0,0.75,1
27.16,0.25,0.625,0.875
27.2,0,0.5,1.125
27.24,0.125,0.875,1.90625
27.28,0.625,0.875,5.9625
27.32,0.375,1.25,5.796875
27.36,0.125,1.125,1.99375
27.4,0.125,1,1.125
27.44,0,1.78125,1.75
27.48,0.125,6.2625,1.375
27.52,0.25,7.734375,1.25
27.56,0.625,1.79375,1.125
27.6,0.125,0.75,1.375
27.64,0.125,1,1.5
27.68,0.25,1.25,1
27.72,0,0.25,1.625
27.76,0.125,1.125,1.5
27.8,0.375,1.25,1.75
27.84,0.125,0.75,1
27.88,0.75,0.75,1.625
27.92,1.375,0.625,1.25
27.96,11.125,0.875,1.875
28,12.125,0.625,1.5
28.04,2,0.375,1.25
28.08,0.125,0.625,0.875
28.12,0.375,0.375,1.25
28.16,0.375,0.5,0.625
28.2,0.125,1,1.125
28.24,0.25,1.25,1.125
28.28,0.125,0.625,2
28.32,0.125,0.25,1.375
28.36,0.125,0.5,1.375
28.4,0,1.125,1.125
28.44,0.375,0.625,1.75
28.48,0,1.5,1.44375
28.52,0,0.75,5.25625
28.56,0.375,1,7.259375
28.6,0.25,0.625,2.671875
28.64,0.375,0.5,1.428125
28.68,0.125,1.26875,1.375
28.72,0.375,4.45625,0.75
28.76,0.125,7.621875,1.625
28.8,0.5,1.484375,1.75
28.84,0.375,0.815625,1
28.88,0.25,0.625,0.875
28.92,0.5,0.5,1.375
28.96,0.375,0.75,1.375
29,0,1.125,1.375
29.04,0.125,0.75,0.875
29.08,0.25,0.25,1.375
29.12,0.125,1,0.75
29.16,1.25,0.75,1.625
29.2,8.375,0.875,1
29.24,12.75,0.875,1.75
29.28,1.875,1.125,2
29.32,0.5,0.375,0.625
29.36,0.25,0.875,0.75
29.4,0.375,0.75,1.125
29.44,0.125,0.5,1.625
29.48,0.375,0.75,1.375
29.52,0,0.625,2.25
29.56,0.25,0.75,1.75
29.6,0,1.125,1.5
29.64,0.5,0.75,1.25
29.68,0.375,0.625,2.25
29.72,0.5,0.5,2.190625
29.76,0.5,1,5.396875
29.8,0.125,0.875,6.75625
29.84,0.25,0.625,2.8625
29.88,0.375,1.125,0.928125
29.92,0,1.603125,2.375
29.96,0,5.909375,1.25
30,0.125,7.70625,1.125
30.04,0.375,2.7125,1.5
30.08,0.25,1.065625,1.125
30.12,0.375,0.25,1.125
30.16,0.375,0.75,1
30.2,0.125,0.25,1.75
30.24,0.25,1.375,0.625
30.28,0,1.25,0.75
30.32,0.375,1.25,1.75
30.36,0.125,1.375,2.25
30.4,2,1.375,0.75
30.44,9,0.625,1.375
30.48,13.625,1.75,1.25
30.52,3.875,0.75,2.125
30.56,0.5,0.875,1.25
30.6,0.875,1,1.25
30.64,0.375,1.375,1.375
30.68,0.125,0.875,1.25
30.72,0.5,0.875,0.75
30.76,0.25,0.875,2.125
30.8,0.25,0.75,2
30.84,0.25,0.5,1.75
30.88,0.125,1.125,1
30.92,0.25,0.875,2
30.96,0.25,0.875,0.784375
31,0.125,0.5,3.621875
31.04,0,0.625,6.35
31.08,0.25,0.75,2.46875
31.12,0,1,1.178125
31.16,0.75,1.321875,1.25
31.2,0.375,3.709375,1.25
31.24,0.375,6.8,1.375
31.28,0.125,2.71875,1.125
31.32,0.25,1.315625,1.625
31.36,0.25,0.75,0.875
31.4,0.125,1,1.375
31.44,0,0.625,1.125
31.48,0.125,1,0.75
31.52,0.375,1,0.625
31.56,0.75,0.5,0.625
31.6,0.625,0.5,1.375
31.64,0.5,1.125,2
31.68,6.25,1.25,1.625
31.72,12.125,1,1.25
31.76,4.375,1.125,0.625
31.8,0.25,0.5,2
31.84,0.25,0,0.75
31.88,0.25,0.25,1
31.92,0.5,0.375,1
31.96,0.375,0.875,1.5
32,0.25,0.75,1.5
32.04,0,0.75,1.375
32.08,0.125,0.75,1.25
32.12,0.25,1,1.25
32.16,0.25,0.5,1.625
32.2,0.125,1,1.034375
32.24,0.25,0.5,3.709375
32.28,0.625,0.875,6.975
32.32,0.25,1,3.303125
32.36,0,0.625,1.890625
32.4,0.125,0.946875,1.125
32.44,0,4.471875,1.375
32.48,1,6.8,1.25
32.52,0.375,3.440625,1
32.56,0.125,1.453125,1.25
32.6,0.5,0.875,1.5
32.64,0.25,0.75,2.25
32.68,0.375,1.5,1.5
32.72,0.375,0.375,1.375
32.76,0.375,0.875,0.875
32.8,0,1.625,1.5
32.84,0,1,0.875
32.88,0.625,0.75,0.875
32.92,6.625,0.5,1.875
32.96,12.375,0.5,0.875
33,5.375,0.625,1
33.04,0.875,0.875,1.25
33.08,0.125,0.875,1.125
33.12,0.25,0.375,1.125
33.16,0.625,0.875,1
33.2,0.375,0.625,1.375
33.24,0,0.75,1.625
33.28,0.125,0.375,1.625
33.32,0.25,1,0.875
33.36,0.625,0.75,0.75
33.4,0.125,1.25,1.125
33.44,0,0.875,2.159375
33.48,0,0.75,3.9625
33.52,0.125,0.5,6.63125
33.56,0.5,0.625,3.40625
33.6,0.5,0.875,1.35625
33.64,0.375,1.071875,0.875
33.68,0.125,3.3875,1.125
33.72,0.25,7.70625,1.125
33.76,0.5,4.03125,1.5
33.8,0.25,0.88125,2
33.84,0.25,0.5,1.125
33.88,0.25,1,1.125
33.92,0.125,0.75,1
33.96,0.25,1.125,0.875
34,0.25,1.125,1.375
34.04,0.125,0.875,1.25
34.08,0,1.5,1
34.12,0.75,0.5,1.75
34.16,5.875,0.75,1
34.2,13.625,1,1.375
34.24,7,0.625,0.75
34.28,0.25,1,1.375
34.32,0.125,0.625,1.375
34.36,0.125,0.375,1.125
34.4,0.125,1,1.5
34.44,0.125,0.375,1.125
34.48,0.125,0.875,1.125
34.52,0.375,0.75,1.375
34.56,0.125,0.375,1.125
34.6,0.375,0.875,2.125
34.64,0.125,0.75,0.625
34.68,0.125,0.5,1.178125
34.72,0.125,0.75,2.46875
34.76,0.5,0.375,7.290625
34.8,0.5,0.875,4.740625
34.84,0.375,0.75,1.675
34.88,0.125,1.315625,1.75
34.92,0.375,2.59375,1.625
34.96,0.125,7.528125,1.75
35,0.5,4.628125,1.5
35.04,0.625,1.275,1.25
35.08,0.5,0.625,1.125
35.12,0.25,1,1.375
35.16,0.25,0.375,1.375
35.2,0.125,0.75,2.25
35.24,0,0.375,1.375
35.28,0.25,1,1.125
35.32,0.125,0.75,1
35.36,0.375,0.625,1.625
35.4,3.75,1.125,1.125
35.44,14.25,0.375,1.375
35.48,8,0.5,1
35.52,1.125,1,1.375
35.56,0.375,1.25,1.375
35.6,0.25,1,1.375
35.64,0.25,0.375,0.75
35.68,0.5,0.625,1.25
35.72,0.375,1.125,1.125
35.76,0.125,0.375,1.75
35.8,0.25,0.25,1.5
35.84,0.25,0.625,1.5
35.88,0.125,0.625,0.75
35.92,0.625,0.75,1.10625
35.96,0.125,0.875,2.9
