time,intensity_400,intensity_600,intensity_800
4.43,0.125,0.125,0
4.435,0.25,0.125,0.25
4.44,0,0.125,0.125
4.445,0,0.125,0.125
4.45,0,0.125,0
4.455,0,0.125,0
4.46,0.125,0.375,0.125
4.465,0,0,0.125
4.47,0,0.25,0.125
4.475,0.125,0.125,0
4.48,0.125,0,4.745875
4.485,0,0.125,8.9005
4.49,0.125,0.125,0.0865
4.495,0,0.125,0.125
4.5,0,0.125,0.125
4.505,0,0.125,0
4.51,0,0,0.25
4.515,0,2.004125,0.125
4.52,0,13.541625,0.5
4.525,0,1.1375,0.25
4.53,0,0,0.125
4.535,0,0,0
4.54,0.125,0.375,0.125
4.545,0,0,0.25
4.55,0.125,0.125,0
4.555,0,0.25,0.25
4.56,0,0.125,0.125
4.565,0,0,0
4.57,0,0.25,0.375
4.575,0,0,0.5
4.58,9.375,0,0.125
4.585,28.375,0.125,0.125
4.59,1.75,0,0
4.595,0,0.25,0
4.6,0.125,0.125,0
4.605,0,0.25,0.125
4.61,0.125,0,0.25
4.615,0,0.125,0
4.62,0,0,0.625
4.625,0,0.125,0.375
4.63,0,0.125,0.125
4.635,0,0,0.125
4.64,0,0,0.25
4.645,0,0.125,1.8015
4.65,0,0.25,10.93225
4.655,0,0,1.201
4.66,0,0,0
4.665,0.125,0.125,0.5
4.67,0,0.125,0.25
4.675,0.125,0.125,0.25
4.68,0,0.433375,0
4.685,0,10.416625,0.125
4.69,0,4.225,0.125
4.695,0.125,0,0
4.7,0,0.25,0.25
4.705,0.125,0.125,0
4.71,0.25,0,0
4.715,0,0.25,0.125
4.72,0,0,0.25
4.725,0,0.25,0.125
4.73,0,0.125,0
4.735,0.125,0,0.25
4.74,0,0.25,0
4.745,2.75,0.125,0
4.75,30.875,0,0.125
4.755,5.25,0,0.5
4.76,0,0.125,0.125
4.765,0,0.125,0.25
4.77,0.125,0.25,0
4.775,0,0.125,0.125
4.78,0.125,0,0
4.785,0,0.375,0
4.79,0,0.25,0.375
4.795,0,0,0.25
4.8,0,0,0.5
4.805,0,0.25,0.25
4.81,0,0.125,0.470875
4.815,0,0.125,8.0745
4.82,0,0.125,4.798375
4.825,0,0,0.125
4.83,0.125,0.125,0.25
4.835,0,0.125,0
4.84,0,0,0
4.845,0,0.25,0
4.85,0,5.633375,0.125
4.855,0,10.995875,0
4.86,0,0.233375,0.125
4.865,0.125,0.125,0.375
4.87,0,0,0
4.875,0,0.375,0.25
4.88,0,0,0
4.885,0,0,0.125
4.89,0,0.125,0.125
4.895,0,0,0.375
4.9,0,0.25,0
4.905,0,0,0.25
4.91,0.625,0.25,0.125
4.915,18.25,0,0.25
4.92,16.375,0,0
4.925,0.25,0,0.125
4.93,0,0,0.25
4.935,0,0,0.375
4.94,0.125,0,0.375
4.945,0,0.125,0.25
4.95,0.125,0.25,0.5
4.955,0.125,0,0
4.96,0,0,0.125
4.965,0.125,0,0.125
4.97,0,0,0.25
4.975,0.125,0,0.25
4.98,0,0.25,4.79375
4.985,0,0,8.81875
4.99,0.125,0.375,0.384375
4.995,0.125,0,0
5,0,0.25,0
5.005,0,0.125,0.125
5.01,0.125,0.375,0.125
5.015,0.25,1.7875,0.25
5.02,0,13.666625,0.125
5.025,0,1.316625,0
5.03,0.125,0,0.25
5.035,0,0,0.125
5.04,0,0,0
5.045,0,0.625,0.375
5.05,0,0.125,0.25
5.055,0.25,0.25,0.125
5.06,0.125,0.125,0.125
5.065,0,0,0
5.07,0,0.125,0
5.075,0.125,0,0.25
5.08,6.875,0.125,0
5.085,29.375,0,0
5.09,1,0,0
5.095,0,0,0
5.1,0,0.25,0.125
